bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	spikes_num	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-AT219_ses-01_task-rest_dir-AP_run-1_bold	0.0003303882195448461	0.026205782463186077	3	63.78027052788201	1.1384646044504034	0.9526000431903491	0.46378543604709316	439089.0	0.11531008126870265	45	6.024096385542169	3.227220257570186	3.1183951858708374	3.2818455868397214	3.28142	0.0082852	-0.003006772603839636	0.03533145785331726	747	104	104	72	1.9517991784958517	0.800000011920929	1.9999998807907104	1.9999996423721313	2.0	2	40.55724538583861	9.677279661436017	152.2502899169922	7.003258228302002	493337.0	0.16645479798316956	1016.2728515624999	478.7831115722656	4.374839847546317	1893.9628003574235	5558.275390625	4936.19384765625	174455.0	2765.1899169921876	10515.285058593749	2529.040771484375	18.1679630279541
sub-AT219_ses-01_task-rest_dir-AP_run-2_bold	0.000337312834224599	0.028579986229946522	2	63.32188601406958	1.1111986742838023	0.9476359640963855	0.4670262349855848	259832.84375	0.14102218340626982	138	18.449197860962567	3.2348135905467856	3.123015186146211	3.274320585494146	3.307105	0.00364017	-0.0020884117111563683	0.035538654774427414	748	104	104	72	1.9585334636789864	0.800000011920929	1.9999998807907104	1.9999996423721313	2.0	5	38.42243217709719	12.393477293691781	163.00657653808594	9.137239456176758	493242.0	0.22727090716362003	1069.0946228027342	488.525390625	4.120136424187772	1889.9363191370485	5523.7236328125	4909.91162109375	174535.0	2733.4057861328124	10454.003906249998	2506.925537109375	17.599889755249023
sub-AT220_ses-01_task-rest_dir-AP_run-1_bold	0.000407376171352075	0.018107616465863455	3	48.759073620522805	0.9760313429892764	0.9756481863941008	0.40292511314172097	2574064.25	0.1502433101465649	159	21.285140562248998	2.914294825289877	2.8974401727008923	2.909249653190416	2.936194649978322	0.0137702	-0.0035433818120509386	0.013095862232148647	747	104	104	72	2.4258743918690127	0.800000011920929	1.9999998807907104	2.000000238418579	2.000000238418579	14	72.11833697023557	6.028805017643458	116.18846130371094	4.177255630493164	549290.0	0.015520024159923197	700.3872802734367	456.9752197265625	2.489502955973811	2219.0215269476157	7346.04931640625	6762.4677734375	132818.0	3952.308520507813	12766.063232421875	2787.630859375	20.349130630493164
sub-AT220_ses-01_task-rest_dir-AP_run-2_bold	0.0015643850267379677	0.018129826203208556	2	47.26100042773757	0.992116894243641	1.0102080547255696	0.4034189786934522	1909135.125	0.10322844433770414	14	1.8716577540106951	3.024658152462972	3.014815179696988	3.0079996414185	3.0511596362734275	0.00257781	-0.004171441309154034	0.015347037464380264	748	104	104	72	2.371217061162017	0.800000011920929	1.9999998807907104	2.000000238418579	2.000000238418579	5	71.33753652080547	7.054276213257995	121.8424301147461	4.954418659210205	548471.0	0.05825924314558506	746.8479614257812	472.7511901855469	2.8086216305250122	2309.1254461016238	7620.20654296875	6981.36328125	133612.0	4082.192138671875	13345.56337890625	2944.199951171875	20.792980194091797
sub-AT221_ses-01_task-rest_dir-AP_run-1_bold	0.0001809090909090909	0.016735854545454548	2	56.67083901112441	1.0228861951137886	0.9569199661445774	0.472836701066385	723543.0625	0.17868655025816996	293	39.17112299465241	2.8863517709071904	2.748245491424589	2.9696496459901756	2.9411601753068073	0.00824414	0.0003534852003213018	0.03040372207760811	748	104	104	72	2.163186429503852	0.800000011920929	1.9999996423721313	2.000000238418579	1.9999998807907104	7	47.86066461646017	11.429770112969955	195.70254516601562	7.87628698348999	488856.0	0.0	1293.8195190429688	624.552978515625	1.6843096251896315	2950.6853598166977	7925.01025390625	7215.20068359375	179007.0	3887.6987060546876	14400.259570312493	3335.44091796875	20.125038146972656
sub-AT221_ses-01_task-rest_dir-AP_run-2_bold	0.0001250200267022697	0.012340326942590121	1	56.20068579180485	1.0442414057219256	0.9727171671390362	0.47178648218416025	1148356.875	0.1617644996060237	251	33.511348464619495	2.8265451025015573	2.7016954831007984	2.9079846533412157	2.8699551710626587	0.00691162	0.0014822199009358883	0.027635127305984497	749	104	104	72	2.171527424193146	0.800000011920929	1.9999996423721313	2.000000238418579	1.9999998807907104	1	46.7902838580701	9.089112236960345	193.22137451171875	6.2049241065979	489561.0	0.0	1295.3131103515625	627.431640625	1.6448843386591063	2940.8808563272787	7896.42724609375	7194.48828125	178294.0	3866.8150634765625	14302.337158203125	3313.091064453125	22.687652587890625
sub-AT222_ses-01_task-rest_dir-AP_run-1_bold	0.0005227406417112299	0.013205279719251336	2	59.64780255970553	1.0478945467603744	0.9873099967871471	0.46738292925795766	930486.8125	0.2140361192905003	382	51.06951871657754	2.807003277852804	2.764670164787183	2.8447103391158985	2.8116293296553305	0.00251006	-0.0031397449783980846	0.030129803344607353	748	104	104	72	2.310669512836401	0.800000011920929	1.9999998807907104	1.999999761581421	2.000000476837158	1	76.03177475112962	9.821594663033483	193.8232421875	6.740260124206543	499266.0	0.005263356142677367	1160.7461547851562	678.0166625976562	1.9984834104338614	2589.951879307147	7498.28515625	6891.716796875	174577.0	3829.102734375	13188.928515624999	2982.55419921875	21.851804733276367
sub-AT222_ses-01_task-rest_dir-AP_run-2_bold	0.000298485254691689	0.014569967828418231	4	59.470890085986596	1.0411945387919452	0.9821255867382547	0.4637002291477236	1372278.875	0.17281799219316363	317	42.493297587131366	2.832594941647322	2.7640101647478437	2.8723503424108436	2.86142431778328	0.00377359	0.00017312137060798705	0.024406595155596733	746	104	104	72	2.326795194976305	0.800000011920929	1.9999998807907104	1.999999761581421	2.000000476837158	0	58.992844859709194	8.059372876319879	166.15814208984375	5.524927139282227	499976.0	0.0	1061.3955078125	575.7322387695312	1.9537384137029639	2567.294416301879	7466.87939453125	6858.689453125	173223.0	3860.776318359375	13084.610156249999	2947.689453125	21.143611907958984
sub-AT223_ses-01_task-rest_dir-AP_run-1_bold	9.852546916890081e-05	0.007955210107238606	4	53.63606830055031	1.066965684053692	0.9815159021879194	0.40572804895683673	44184428.0	0.15952375425868742	268	35.924932975871315	3.180574868328938	3.1209251860216374	3.1870101899606103	3.2337892290045667	0.00455933	-0.0005864597042091191	0.01341291144490242	746	104	104	72	1.9749840644905727	0.800000011920929	1.9999998807907104	1.9999998807907104	2.000000476837158	0	80.80781513209658	1.6515281486743536	128.98382568359375	1.113938808441162	536667.0	0.0	824.978546142577	546.2760009765625	2.4866176250326175	3220.0035276571903	8790.2373046875	7734.5986328125	144369.0	4347.00087890625	16274.7068359375	3916.2705078125	27.619291305541992
sub-AT223_ses-01_task-rest_dir-AP_run-2_bold	0.00044712751677852353	0.008144362818791948	5	55.41405656754027	1.1057306605645165	0.9988606315725806	0.405160927497366	21570946.0	0.15595609414993458	232	31.140939597315437	3.139551537105708	3.0811151836487762	3.1496051877310984	3.187934239937248	0.0028324	-0.0009500199812464416	0.014041895978152752	745	104	104	72	1.992041695601519	0.800000011920929	1.9999998807907104	1.9999998807907104	2.000000476837158	1	79.98774263746472	2.410038976243101	128.8406524658203	1.6282384395599365	537312.0	0.0	820.6209259033201	554.3009033203125	2.367337282618342	3252.507119946586	8817.771484375	7775.205078125	143657.0	4370.08984375	16254.427929687487	3903.1201171875	27.401020050048828
