bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-151_ses-A_T1w	0.5776061019396219	2.291790529840756	0.5879204256181881	4788.327236745507	4.095390877924009	4.090020981598115	4.077857391304348	4.118294260869565	0.20024619731184673	0.3798387437335855	0.41991505895456777	1.3507475852966309	0.43104636669158936	0.0	0.005622655548761906	26.6961760780662	14.139944140472975	15.270292821216728	191	256	256	3.117265456769904	11.814895620423608	11.328815669195423	19.054285930392762	38.62355005727729	91.7917838863662	81.79075347272438	114.95692647452961	1.8000054359436035	0.8984375	0.8984375	1054.9017157801504	5.698972893032425	11.493582426167833	7.6877976059913635	3317022.0	0.0	30.5557379424572	20.240277860380445	20.552207179136097	80.17199154604937	357.5633776710278	335.98281571269035	50352.0	226.26882275938988	563.619805842638	107.78019517912479	0.2050803207980505	65.39329912852462	801.0000799011863	798.4885377883911	20913.0	694.8335717618465	918.3009089529514	67.58159128024151	0.31311890587331526	51.00097775459527	1001.5218413462313	1000.000046223402	290323.0	918.0403056442738	1090.1036401987076	52.481542874668726	0.12312452495098114	0.3393802344799042	0.4263625741004944	0.36901069840125017
sub-152_ses-A_T1w	0.5411365538237216	2.3068269645304427	0.625804846513044	3075.7702634929205	3.714917111292852	3.633499855617688	3.772538434782609	3.7387130434782607	0.2581722049861493	0.40284369883630455	0.33898409617754616	1.330639362335205	0.3720563054084778	0.002493587132429844	0.012266042535634764	14.637142346923191	9.15235014356836	12.388142537017274	192	256	256	3.743317410625638	10.281438643753143	10.641868600939622	17.90084974844008	21.735108830346572	49.079367093276865	44.59793931749851	62.979342028872075	0.9000000357627869	0.8984375	0.8984375	702.503040116994	10.403313310414976	12.93102484425759	10.61310389637947	3882412.0	0.0	31.66388848423958	16.978351881928727	28.427151691522617	65.80095668837473	358.42841303768984	345.14515563845634	126938.0	243.3996967971325	526.7213294491166	92.20265296049355	1.0158178235204272	66.64622589484594	785.0264816806754	779.3614435642958	37646.0	672.2217211723328	924.5680014193058	75.80175492111485	0.5184008730077796	52.796815050356	1002.1280797303697	1000.0876911282539	308297.0	914.4811671376228	1097.7107046544552	55.86807795306685	0.15529797971248627	0.41290250420570374	0.45821863412857056	0.3314631239280212
sub-154_ses-A_T1w	0.6107858228882576	2.1996134357015804	0.5634893294869023	3503.6991360028073	3.783647300794737	3.6723220762972537	3.8381412173913043	3.840478608695652	0.21523420188960599	0.4162438096565238	0.36852198845387024	1.478043556213379	0.420124852657318	0.0015655708358877642	0.01628425657428748	25.420259567062956	13.541829150200215	17.395194816405063	192	256	256	3.423380792635465	11.771814136283814	11.180469912156392	18.3462148075499	38.790375856077574	83.09995417369669	74.99010565877852	103.07998694656129	0.9000000357627869	0.8984375	0.8984375	15.926346361686104	6.35561188440788	12.49859666050854	8.489535339176655	4073365.0	0.0	29.92351070046425	10.21755361573596	38.10432054495771	75.76886324941158	398.6368148117073	376.31336349993944	53036.0	276.2040903419256	606.7075849324465	109.9234466047277	0.276052578993466	66.04851566149365	810.6572423624422	806.1696380004287	27142.0	705.9805127773434	931.4953527599573	68.48178008660085	0.3011162340114435	52.34033316571195	1000.4824996242683	1000.0000191107392	232994.0	911.4903090894222	1091.2835377082229	54.507040477846424	0.17965026199817657	0.4229029417037964	0.49469247460365295	0.38863844244087287
sub-155_ses-A_T1w	0.4690097842909287	2.772051856972898	0.583895890327344	5541.569347736083	3.8794208129526324	3.7878109605970267	3.981367652173913	3.8690838260869564	0.19917841542970033	0.41626387893290645	0.3845577056373932	1.3818031549453735	0.3374859333038329	0.0	0.021676105517601334	20.347473227603718	10.357189552891796	13.187183554343	192	256	256	3.1127045663201893	13.179181791575926	12.836234201331658	22.21681624609886	50.31036210997075	98.3791734328636	91.02517288170957	124.38598310229435	0.9000000357627869	0.8984375	0.8984375	7.04823194968059	5.266963174000795	10.0167320997056	6.975843071937561	3518749.0	0.0	24.092495054006577	7.842846933424277	27.939600641778927	116.35200466201756	425.3997563464163	404.4697158932686	47635.0	270.37851017713547	626.340280264616	129.94020529207214	0.3960810158553869	55.925572611208445	793.9774935300569	790.9185038506985	32095.0	700.0387704968452	899.9677247613668	60.01178181927499	0.7107194195801769	42.13570539200636	1000.4752677766846	1000.0000225901604	333477.0	927.3995817303658	1074.2152419388294	45.01088329480232	0.16926150023937225	0.43327125906944275	0.5085664391517639	0.41553999888531784
sub-156_ses-A_T1w	0.5107745447900397	2.4497770198249564	0.6055714650723913	3991.445104474852	3.642520384182193	3.577055413416144	3.6625252173913045	3.68798052173913	0.1695993617888529	0.440043706118893	0.3903569320922541	1.3270632028579712	0.372975981235504	0.0	0.014282474801162287	22.09827093318597	9.447814489596249	12.153245942267256	192	256	256	2.8421146913864783	11.076805569703557	10.874537420719586	18.704692001068725	24.56026528882969	54.456791096205656	49.552593732157874	69.64072481143828	0.9000000357627869	0.8984375	0.8984375	175.02734756253494	9.40737429015496	10.368906892812625	9.608411695808172	3530833.0	0.0	25.86415223777294	8.910895900779975	35.43721197789941	80.81382485447405	387.3115246555358	352.6710104197264	30959.0	259.60236354731023	631.7379614338279	124.08553239153893	1.2784003425791512	60.565571620426226	789.6080067266499	781.967593356967	37005.0	688.9049895107746	924.2204306647182	70.59409165061932	0.42212080973426636	50.799821166836786	998.385601407149	999.9999795109034	324548.0	907.4208177626133	1082.8498690389097	53.46243813308705	0.164923295378685	0.41481852531433105	0.48007136583328247	0.37595419847328243
sub-159_ses-A_T1w	0.4399025383932602	2.8861277139094508	0.5834355595031373	5660.863433922997	3.821765431146759	3.8001442934402774	3.8312848695652173	3.8338671304347827	0.16894522343263418	0.4267276347533168	0.404327141814049	1.3123815059661865	0.3345497369766235	0.00026705397418611736	0.017069572316832978	21.59191347771036	9.700273149369824	12.147402929528615	192	256	256	3.1523717068626222	12.054780925784911	12.659453922317148	22.771209134303913	54.26235458359028	99.27066419943648	93.910003011357	128.19699025104424	0.9000000357627869	0.8984375	0.8984375	48.695401243044	5.110727040200766	9.11753652504671	6.8942660093307495	3721259.0	0.0	23.86476695537567	7.58013068839552	19.463739632591086	132.53491180212947	446.1825679451999	423.30130387097597	19236.0	280.527021009475	634.1730363294482	134.2767732515032	0.7258586639205689	58.28194490075104	779.5080481962696	774.4116877019405	36012.0	682.4660439044237	895.2900468818841	64.2401500500959	0.6495285018579948	40.98409953391768	1000.3323738549212	1000.0663174688816	387802.0	928.7371806800365	1072.389819547534	43.91795895274809	0.17282666265964508	0.4300297200679779	0.5049517154693604	0.4111074776542402
sub-160_ses-A_T1w	0.5224940283249088	2.4540502758020333	0.6031421929441934	3022.7669097374314	3.675190386943923	3.6116998564839418	3.709250782608696	3.7046205217391304	0.1777585478856369	0.4248699607350631	0.3973714913793	1.398686170578003	0.3766731321811676	4.932509285264681e-05	0.010768460438494984	22.591673728660105	10.366990756969171	12.926113966860406	192	256	256	3.269179914325656	11.57209870384107	11.593972945193643	19.940640217414206	26.09362856649443	48.886663369264326	45.673243757769306	62.039439337549155	0.9000000357627869	0.8984375	0.8984375	1019.3880685442302	10.56076556976769	12.985762717548068	10.684692196547985	3800097.0	0.0	32.27213153243065	17.657494167291745	7.302592558157606	128.02234180493895	439.28228943412626	420.6279846355319	26769.0	269.87933418899775	652.8274247109889	128.66227584908097	0.6186739960817689	63.580119246560585	793.9285668224952	788.0505632311106	32172.0	693.2693480998278	917.5025142654777	68.0981329181382	0.6843905407443627	47.20015632202294	1001.4877511782412	1000.0726526007056	331830.0	922.227038025856	1085.4775051921606	50.152409089708414	0.17175908386707306	0.44630447030067444	0.5152978897094727	0.3961476448232178
sub-161_ses-A_T1w	0.5113962172872747	2.382751988642121	0.5838443331117343	5335.247819497269	3.8848257464043896	3.827499847908821	3.8849558260869568	3.942021565217391	0.175118922628933	0.4288199518646437	0.39606112550642325	1.3418364524841309	0.39824604988098145	5.8033757526635534e-05	0.023138753280866675	19.641879493000378	8.975583892705371	11.418914929934857	192	256	256	1.9774474546547776	11.0241154692693	11.882538850408176	22.646053627300457	52.310503348209906	100.4967674943888	92.96839434782423	126.09791220087395	0.9000000357627869	0.8984375	0.8984375	190.02916933836528	5.1957468189970335	10.036716137510828	6.953329313546419	3805660.0	0.0	24.30883928015828	9.167061202279205	19.989516593440623	136.16155552641433	461.26583390008807	414.86344016343355	24695.0	272.2200612936169	685.9487181130796	209.79320555707076	1.090161311827563	62.019073141043954	805.057984562228	797.0184192359447	31451.0	700.4505817294121	942.8436415996403	72.29657114539499	0.6665045337237889	41.813391067166606	1000.511600522292	1000.0556351915002	392181.0	929.2985560968518	1072.7040198594332	44.16020453968345	0.15948690474033356	0.4263105094432831	0.4937177002429962	0.4394895784951882
sub-162_ses-A_T1w	0.5499360716154998	2.368444029461049	0.5913310471605616	6045.0625	3.7240639574119165	3.701588741800968	3.687624347826087	3.7829787826086956	0.1646364200523729	0.42286639385157093	0.4124971860960562	1.3132927417755127	0.36068796515464796	0.0	0.008931740769539058	24.041234114607914	10.471381512092677	12.554067662116385	192	256	256	2.6875833010413994	11.553614366317502	11.449990025620798	20.108772409503487	49.247834899966975	101.50047264712799	92.67018192706512	127.26223823410038	0.9000000357627869	0.8984375	0.8984375	4.525517559101828	5.148371325524988	10.118046626134047	6.945047378540039	3700039.0	0.0	24.481292009353638	8.173853496525698	27.690005869805	111.33352991447788	423.17328479092595	387.0127651691437	24166.0	269.5763546526432	653.0948928594589	143.99730700618434	0.437605602658635	64.74076941847673	805.7345295587735	797.6386914253235	32642.0	705.9684066832066	934.195685505867	69.03696523537951	0.6058727067497691	46.59276049600115	1000.3951345317897	1000.0868225097656	340871.0	919.0033943653107	1082.038381576538	49.73378459831446	0.1739395409822464	0.4281572699546814	0.5003308057785034	0.40128187264873905
sub-164_ses-A_T1w	0.5835314854176568	2.246340899738296	0.574004374488087	2358.0735999999997	3.813993445148743	3.715622074576666	3.938326260869565	3.788032	0.22593260591111464	0.4179398781787617	0.35612751591012365	1.4903165102005005	0.445369577407837	0.00032303475354334104	0.008688225219141815	19.049517476576682	10.541490236487524	14.339454130244302	192	256	256	3.31637955962179	11.153776641652819	10.830631819946861	18.021739258565976	20.825935027684555	47.07377166346776	42.36624720286377	59.199034917438986	0.9000000357627869	0.8984375	0.8984375	118.8138685200478	11.066672938077454	12.960511519523482	11.271179772913456	3807181.0	0.0	33.73889574408531	12.347672984168716	27.575491539469198	77.90937748406527	376.14277126111386	351.7951673492789	55269.0	256.25139179080725	576.7410439297556	106.07711766345248	0.49711808824581816	66.5107043578455	800.9756655103763	795.1780008003116	28675.0	694.9316800385714	931.1039502471685	71.29102194469672	0.4683840339868808	53.00936337339101	1000.0418054970862	999.9999696537852	275900.0	909.1587392985821	1090.7702886130653	55.488437772512434	0.16374079883098602	0.43422818183898926	0.492435485124588	0.388859862997794
